ObjectID,Latitude,Longitude,EnterpriseID,RegionalID,GeoID,OperatingStatTypeCode,OperatingFutureStatTypeCode,ServEffectiveDate,StopTypeCode,AtStreet,OnStreet,StopHeading,PositionTypeCode,LocationDesc,MessageText,InventorySurveyorTypeCode,StopInvenSurvDate,BenchCount,InfocaseOwner,BikeRacks,PostedRouteSched,PostedVicinMap,PostedRouteMap,PedPadSizeTypeCode,PedPadMaterialTypeCode,PedPadObstructTypeCode,PedPadCurbConnection,BusRearDoorPedPad,BusRearDoorPedPadObstruction,SidewalkWidth,SidewalkCurbConnection,SidewalkPedPadConnection,SidewalkSlopeWheelchairViable,SidewalkObstructionTypeCode,SidewalkImpedanceTypeCode,NearSideCurbRampSlope,NearSideCurbRamp,FarSideCurbRamp,AtStreetCurbRamp,AtStreetOppCurbRamp,OnStreetNearSideCrosswalk,OnStreetFarSideCrosswalk,AtStreetCrosswalk,AtStreetOppCrosswalk,OnStreetStopSignOrLight,OnStreetPedCrossingSignal,AtStreetPedCrossingSignal,ParkingRestrictTypeCode,NoParkingZoneLength,ConflictingNoParkingSigns,StreetLightWithin30Ft,LEDDisplay,AccessibilityRating
3357,38.85608,-76.986885,1310098,1000265,3087,PRS,NON,"DateObject[{1941, 8, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,POMEROY RD SE,STANTON RD SE,"Quantity[353, ""AngularDegrees""]",NEA,,STANTON RD SE + POMEROY RD SE,KFH Associates,"DateObject[{2006, 5, 9, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,FALSE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[6.1, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,No Parking Lane,,,TRUE,,FALSE
3358,38.854628,-76.986158,1310096,1000252,3005,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,ELVANS RD SE,STANTON RD SE,"Quantity[150, ""AngularDegrees""]",NEA,,STANTON RD SE + ELVANS RD SE,KFH Associates,"DateObject[{2006, 4, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,FALSE,FALSE,FALSE,<58,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",TRUE,TRUE,TRUE,UTP,SLP,"Quantity[3.8, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Allowed Unmarked,,,FALSE,,FALSE
3359,38.888366,-77.242746,1311929,5004661,18454,PRS,NON,"DateObject[{2013, 12, 29, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,CEDAR LN,PARK ST,"Quantity[130, ""AngularDegrees""]",NEA,115' W OF ---,PARK ST + CEDAR LN,,"DateObject[{1900, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,,,,,,,,,,,"Quantity[0, ""Feet""]",,,,,,,,,,,,,,,,,,,,,,,
3360,38.842468,-77.2716,1300341,5002038,14323,PRS,NON,"DateObject[{1990, 4, 24, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,#3900,PICKETT RD,"Quantity[3, ""AngularDegrees""]",FAR,80' N OF ENTR TO PICKETT S/C,PICKETT RD + #3900,Fairfax County,"DateObject[{2007, 5, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[2, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,No Parking Lane,,,FALSE,,FALSE
3361,38.767924,-77.261081,1300218,5000077,269,PRS,NON,"DateObject[{1978, 9, 25, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,CONSERVATION DR,FIELD MASTER DR,"Quantity[75, ""AngularDegrees""]",FAR,W OF DRWY TO #6817,FIELD MASTER DR + CONSERVATION DR,KFH Associates,"DateObject[{2012, 4, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[3, ""Feet""]",FALSE,TRUE,FALSE,NON,NON,"Quantity[5.2, ""Percent""]",E,TRUE,FALSE,FALSE,E,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Allowed Unmarked,,FALSE,FALSE,FALSE,FALSE
3362,38.855013,-77.332898,1311947,5004679,18539,PRS,NON,"DateObject[{2013, 12, 29, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,FAIRFAX BLVD,JERMANTOWN RD,"Quantity[180, ""AngularDegrees""]",FAR,,JERMANTOWN RD + FAIRFAX BLVD,,"DateObject[{1900, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,,,,,,,,,,,"Quantity[0, ""Feet""]",,,,,,,,,,,,,,,,,,,,,,,
3363,38.847451,-76.922395,1304061,3000701,2649,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,EASTERN LN,SUITLAND RD,"Quantity[140, ""AngularDegrees""]",NEA,200' E of @ PEPCO POLE #84569,SUITLAND RD + EASTERN LN,KFH Associates,"DateObject[{2006, 7, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[3, ""Feet""]",TRUE,FALSE,FALSE,NON,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Per Sign,,FALSE,TRUE,,FALSE
3364,38.802786,-77.14898,1304812,5000404,788,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BREN MAR DR,EDSALL RD,"Quantity[116, ""AngularDegrees""]",NEA,@ CROSSWALK,EDSALL RD + BREN MAR DR,KFH Associates,"DateObject[{2012, 4, 11, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,GRS,"Quantity[6.8, ""Percent""]",TRUE,FALSE,TRUE,E,TRUE,FALSE,FALSE,E,FALSE,FALSE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,FALSE
3365,38.886012,-77.103022,1304585,6000593,4807,PRS,NON,"DateObject[{1991, 8, 12, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,N LINCOLN ST,WASHINGTON BLVD,"Quantity[89, ""AngularDegrees""]",FAX,W OF FRT ENTR TO GIANT,WASHINGTON BLVD + N LINCOLN ST,KFH Associates,"DateObject[{2007, 2, 7, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,,FALSE,FALSE,FALSE,FALSE,58U,BRK,NON,TRUE,FALSE,E,"Quantity[11, ""Feet""]",TRUE,TRUE,FALSE,NON,,"Quantity[7.2, ""Percent""]",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,No Parking Per Sign,,FALSE,TRUE,,TRUE
3366,38.870372,-76.945171,1303561,1000454,3907,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,41ST ST SE,ALABAMA AVE SE,"Quantity[74, ""AngularDegrees""]",NEA,,ALABAMA AVE SE + 41ST ST SE,KFH Associates,"DateObject[{2006, 5, 25, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,58U,CON,NON,TRUE,FALSE,E,"Quantity[3, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[4.1, ""Percent""]",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE,FALSE,FALSE,Allowed Unmarked,,,FALSE,,FALSE
3367,38.770342,-77.021212,1306700,3000189,289,PRS,NON,"DateObject[{1985, 6, 30, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BLUFFWOOD LN,FORT FOOTE RD,"Quantity[251, ""AngularDegrees""]",FAX,10' S OF 1ST DRWY; @ REFLECTOR,FORT FOOTE RD + BLUFFWOOD LN,KFH Associates,"DateObject[{2006, 9, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,,,,,FALSE,E,"Quantity[0, ""Feet""]",,E,,,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
3368,38.915968,-76.735773,1310571,3001202,6832,PRS,NON,"DateObject[{1978, 12, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,POWELL LN,PEACH WALKER DR,"Quantity[202, ""AngularDegrees""]",FAR,,PEACH WALKER DR + POWELL LN,KFH Associates,"DateObject[{2006, 11, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[1.2, ""Percent""]",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
3369,38.910753,-77.250279,1306327,5001563,6560,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,NIBLICK DR SE,MAPLE AVE E,"Quantity[71, ""AngularDegrees""]",NEA,,MAPLE AVE E + NIBLICK DR SE,KFH Associates,"DateObject[{2012, 3, 23, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,<58,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,TRUE,NON,NON,"Quantity[3.7, ""Percent""]",FALSE,FALSE,FALSE,E,FALSE,FALSE,FALSE,E,FALSE,FALSE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
3370,38.826744,-77.294563,1300066,5000715,1672,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,TAPESTRY DR,BRADDOCK RD,"Quantity[270, ""AngularDegrees""]",NEA,@ POLE #VK83 43,BRADDOCK RD + TAPESTRY DR,KFH Associates,"DateObject[{2012, 4, 17, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,TRUE,FALSE,"Quantity[5, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[2.1, ""Percent""]",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,FALSE
3371,38.874638,-76.826676,1310377,3000892,4150,PRS,NON,"DateObject[{1990, 6, 24, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,WOODLAWN BLVD,HARRY S TRUMAN DR,"Quantity[6, ""AngularDegrees""]",FAR,@ 1ST LAMPPOST N OF -,HARRY S TRUMAN DR + WOODLAWN BLVD,KFH Associates,"DateObject[{2006, 10, 29, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[6.3, ""Percent""]",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,No Parking Lane,,,TRUE,,FALSE
3372,38.84376,-77.085588,1303497,6000810,14068,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,S FOUR MILE RUN DR,S SHIRLINGTON RD,"Quantity[3, ""AngularDegrees""]",NEA,N OF S 27TH ST,S SHIRLINGTON RD + S FOUR MILE RUN DR,KFH Associates,"DateObject[{2007, 2, 14, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[5, ""Feet""]",TRUE,TRUE,FALSE,NON,,,,,,,TRUE,FALSE,,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,FALSE,,FALSE
3373,38.833786,-76.990106,1310140,1003351,13934,PRS,NON,"DateObject[{2003, 8, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,BARNABY TER SE,WHEELER RD SE,"Quantity[131, ""AngularDegrees""]",NEX,,WHEELER RD SE + BARNABY TER SE,KFH Associates,"DateObject[{2006, 4, 20, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[6, ""Feet""]",TRUE,TRUE,FALSE,NON,,,FALSE,FALSE,,TRUE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,No Parking Lane,,,TRUE,,
3374,38.818294,-77.117194,1303510,4000213,1311,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,N PICKETT ST,TANEY AVE,"Quantity[281, ""AngularDegrees""]",NEA,,TANEY AVE + N PICKETT ST,KFH Associates,"DateObject[{2009, 2, 10, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[3.7, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Allowed Marked,,,TRUE,,FALSE
3375,38.882266,-76.93373,1303633,1000607,4575,PRS,NON,"DateObject[{1980, 8, 6, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,F ST SE,BENNING RD SE,"Quantity[147, ""AngularDegrees""]",NEX,,BENNING RD SE + F ST SE,KFH Associates,"DateObject[{2006, 6, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[11, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[5.1, ""Percent""]",TRUE,FALSE,,TRUE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,,FALSE,FALSE,,
3376,39.12589,-77.072116,1309170,2001364,15520,PRS,NON,"DateObject[{1978, 10, 18, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,EMORY LN,GEORGIA AVE,"Quantity[17, ""AngularDegrees""]",NEA,,GEORGIA AVE + EMORY LN,KFH Associates,"DateObject[{2012, 2, 9, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,TRUE,FALSE,"Quantity[10, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[0.4, ""Percent""]",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,TRUE
3377,39.093873,-77.07918,1309168,2001362,15518,PRS,NON,"DateObject[{1981, 11, 10, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,BEL PRE RD,GEORGIA AVE,"Quantity[11, ""AngularDegrees""]",FAR,,GEORGIA AVE + BEL PRE RD,KFH Associates,"DateObject[{2012, 2, 17, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,SWK,CON,NON,TRUE,FALSE,E,"Quantity[6, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[0.1, ""Percent""]",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,TRUE,FALSE,FALSE
3378,38.960246,-77.086203,1304594,1003124,13201,PRS,NON,"DateObject[{1995, 12, 29, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,44TH ST NW,WESTERN AVE,"Quantity[45, ""AngularDegrees""]",NEA,W OF METRO PYLON & TREE,WESTERN AVE + 44TH ST NW,KFH Associates,"DateObject[{2009, 6, 8, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,WMAT,FALSE,TRUE,FALSE,FALSE,58O,CON,BSP,TRUE,FALSE,E,"Quantity[7, ""Feet""]",FALSE,TRUE,FALSE,NON,UPV,"Quantity[7.3, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,FALSE,,FALSE
3379,39.070423,-77.012767,1300966,2000775,11066,PRS,NON,"DateObject[{1974, 9, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,KIMBLEWICK DR,RANDOLPH RD,"Quantity[48, ""AngularDegrees""]",NEX,,RANDOLPH RD + KIMBLEWICK DR,KFH Associates,"DateObject[{2012, 3, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,TRUE,FALSE,"Quantity[7, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,,FALSE,FALSE,,TRUE,FALSE,FALSE,E,TRUE,FALSE,FALSE,FALSE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
3380,39.068931,-77.014635,1300964,2000766,11051,PRS,NON,"DateObject[{1974, 9, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,HAMMONTON PL,RANDOLPH RD,"Quantity[52, ""AngularDegrees""]",FAR,,RANDOLPH RD + HAMMONTON PL,KFH Associates,"DateObject[{2012, 3, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,TRUE,TRUE,FALSE,"Quantity[7, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[1.5, ""Percent""]",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
3381,38.958045,-76.987442,1308856,3001711,8782,PRS,NON,"DateObject[{1971, 1, 15, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,CHILLUM RD,SARGENT RD,"Quantity[22, ""AngularDegrees""]",NEA,#5501,SARGENT RD + CHILLUM RD,KFH Associates,"DateObject[{2006, 8, 29, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,FALSE,FALSE,FALSE,SWK,CON,,TRUE,FALSE,E,"Quantity[4, ""Feet""]",TRUE,TRUE,TRUE,LSC,,"Quantity[7.7, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,No Parking Lane,,,FALSE,,FALSE
3382,38.895123,-77.260513,1300203,5001902,12177,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,OAK ST SW,COTTAGE ST SW,"Quantity[316, ""AngularDegrees""]",FAR,,COTTAGE ST SW + OAK ST SW,KFH Associates,"DateObject[{2012, 4, 5, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,TRUE,NON,NON,"Quantity[4.5, ""Percent""]",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Allowed Unmarked,,FALSE,FALSE,FALSE,FALSE
3383,38.892985,-77.260262,1300198,5001458,5295,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,PLUM ST SW,COTTAGE ST SW,"Quantity[344, ""AngularDegrees""]",NEA,,COTTAGE ST SW + PLUM ST SW,KFH Associates,"DateObject[{2012, 4, 5, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,<58,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,TRUE,NON,NON,"Quantity[1.9, ""Percent""]",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
3384,38.852923,-77.321731,1300464,5001021,2890,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,FAIRFAX BLVD,FAIRFAX BLVD,"Quantity[76, ""AngularDegrees""]",,FRT OF KINNEYS SHOE STORE,FAIRFAX BLVD + FAIRFAX BLVD,KFH Associates,"DateObject[{2007, 4, 14, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,WMAT,FALSE,TRUE,FALSE,TRUE,SWK,,,,FALSE,E,"Quantity[5, ""Feet""]",FALSE,FALSE,FALSE,NON,,,FALSE,FALSE,,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,No Parking Lane,,,TRUE,,FALSE
3385,38.805096,-77.297022,1300551,5000438,870,PRS,NON,"DateObject[{1983, 6, 27, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,JIB LN,ZION DR,"Quantity[4, ""AngularDegrees""]",NEA,,ZION DR + JIB LN,KFH Associates,"DateObject[{2012, 4, 20, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,TRUE,NON,NON,"Quantity[0.3, ""Percent""]",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,No Parking Per Sign,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,TRUE
3386,38.7977,-76.978086,1306615,3000310,693,PRS,NON,"DateObject[{1995, 12, 28, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,#6800,BOCK RD,"Quantity[147, ""AngularDegrees""]",NEA,@ ENTR TO #6801 SR COMMUNITY,BOCK RD + #6800,KFH Associates,"DateObject[{2006, 9, 22, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,SWK,CON,NON,FALSE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,FALSE,FALSE,NON,,,FALSE,FALSE,,FALSE,FALSE,TRUE,,,FALSE,FALSE,FALSE,No Parking Lane,,,FALSE,,FALSE
3387,38.884028,-77.131831,1302870,6000553,4668,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,N INGLEWOOD ST,WASHINGTON BLVD,"Quantity[75, ""AngularDegrees""]",NEA,,WASHINGTON BLVD + N INGLEWOOD ST,KFH Associates,"DateObject[{2008, 9, 3, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,,FALSE,,,,58U,CON,NON,TRUE,FALSE,E,"Quantity[4, ""Feet""]",FALSE,TRUE,FALSE,NWB,,"Quantity[2.4, ""Percent""]",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,No Parking Lane,,FALSE,TRUE,,TRUE
3388,38.913524,-77.244134,1306331,5001580,6716,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,HORSE SHOE DR,CHAIN BRIDGE RD,"Quantity[60, ""AngularDegrees""]",NEA,,CHAIN BRIDGE RD + HORSE SHOE DR,KFH Associates,"DateObject[{2012, 3, 23, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",0,NAPP,FALSE,FALSE,FALSE,FALSE,NON,EXM,NON,,FALSE,E,"Quantity[0, ""Feet""]",FALSE,FALSE,FALSE,NON,NON,,FALSE,FALSE,FALSE,E,FALSE,FALSE,FALSE,E,FALSE,FALSE,FALSE,No Parking Lane,"Quantity[150, ""Feet""]",FALSE,FALSE,FALSE,FALSE
3389,38.99594,-76.895496,1310935,3002263,9984,PRS,NON,"DateObject[{1980, 3, 7, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,WALKER DR,GREENBELT RD,"Quantity[92, ""AngularDegrees""]",NEX,GREENBELT PARK ENTR,GREENBELT RD + WALKER DR,KFH Associates,"DateObject[{2006, 10, 13, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,FALSE,FALSE,FALSE,58U,CON,NON,TRUE,FALSE,E,"Quantity[0, ""Feet""]",,E,,,,"Quantity[5.5, ""Percent""]",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,No Parking Lane,,,FALSE,,FALSE
3390,39.020693,-76.976579,1305670,2000353,10414,PRS,NON,"DateObject[{1967, 8, 9, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",REV,ELTON RD,NEW HAMPSHIRE AVE,"Quantity[348, ""AngularDegrees""]",FAR,ON TRIANGLE N OF I-495,NEW HAMPSHIRE AVE + ELTON RD,KFH Associates,"DateObject[{2012, 2, 22, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",1,NAPP,FALSE,FALSE,TRUE,FALSE,58U,CON,NON,TRUE,TRUE,FALSE,"Quantity[4, ""Feet""]",TRUE,TRUE,TRUE,NON,NON,"Quantity[3.6, ""Percent""]",FALSE,TRUE,TRUE,E,FALSE,TRUE,TRUE,E,TRUE,TRUE,TRUE,No Parking Lane,"Quantity[95, ""Feet""]",FALSE,FALSE,FALSE,
3391,38.808155,-77.085796,1305188,4000058,979,PRS,NON,"DateObject[{1901, 1, 1, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,ALEXANDRIA COMMONS,DUKE ST,"Quantity[282, ""AngularDegrees""]",,OPPO #3220; E OF W ENTR TO S/C,DUKE ST + ALEXANDRIA COMMONS,KFH Associates,"DateObject[{2009, 4, 10, 0, 0, 0.}, ""Instant"", ""Gregorian"", -5.]",,,FALSE,TRUE,FALSE,FALSE,58O,CON,SHL,TRUE,FALSE,E,"Quantity[5, ""Feet""]",FALSE,TRUE,FALSE,NON,,"Quantity[1.5, ""Percent""]",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE,TRUE,TRUE,No Parking Lane,,,TRUE,,FALSE
